x,y,class
0.4967141530112327,-0.8289950109220723,1.0
-0.13826430117118466,-0.5601810401969696,1.0
0.6476885381006925,0.7472936051232618,1.0
1.5230298564080254,0.6103702654334648,1.0
-0.23415337472333597,-0.020901593964148132,1.0
-0.23413695694918055,0.117327383308782,1.0
1.5792128155073915,1.277664895788425,1.0
0.7674347291529088,-0.5915713888358299,1.0
-0.4694743859349521,0.5470973811700379,1.0
0.5425600435859647,-0.20219265243389406,1.0
-0.46341769281246226,-0.2176812032272203,1.0
-0.46572975357025687,1.09877685198719,1.0
0.24196227156603412,0.8254163489880298,1.0
-1.913280244657798,0.8135096360006385,1.0
-1.7249178325130328,1.305478807154329,1.0
-0.5622875292409727,0.02100384163275905,1.0
-1.0128311203344238,0.6819529712949639,1.0
0.3142473325952739,-0.31026675659345604,1.0
-0.9080240755212109,0.3241663524884421,1.0
-1.4123037013352915,-0.13014305436768459,1.0
1.465648768921554,0.09699596499271819,1.0
-0.22577630048653566,0.5951570254369136,1.0
0.06752820468792384,-0.8182206832334725,1.0
-1.4247481862134568,2.0923872756854602,1.0
-0.5443827245251827,-1.006017381499702,1.0
0.11092258970986608,-1.2141886127877322,1.0
-1.1509935774223028,1.1581108735000678,1.0
0.37569801834567196,0.7916626939629359,1.0
-0.600638689918805,0.6241198170521551,1.0
-0.2916937497932768,0.6283455092642799,1.0
-0.6017066122293969,-0.012246772846914623,1.0
1.8522781845089378,-0.8972543714858315,1.0
-0.013497224737933921,0.07580455819372633,1.0
-1.0577109289559004,-0.6771617115121117,1.0
0.822544912103189,0.9751197334177512,1.0
-1.2208436499710222,-0.14705738150213865,1.0
0.2088635950047554,-0.8254971967925115,1.0
-1.9596701238797756,-0.32138584165299344,1.0
-1.3281860488984305,0.41293145427562433,1.0
0.19686123586912352,-0.5637245528039747,1.0
0.7384665799954104,-0.8222203955664315,1.0
0.1713682811899705,0.2436872114919123,1.0
-0.11564828238824053,0.24496657110872277,1.0
-0.3011036955892888,-0.5069431753711298,1.0
-1.4785219903674274,-0.4710383056183228,1.0
-0.7198442083947086,0.2320499373576363,1.0
-0.4606387709597875,-1.4480843414973241,1.0
1.0571222262189157,-1.4074637743765552,1.0
0.3436182895684614,-0.718444221252436,1.0
-1.763040155362734,-0.21344715171184725,1.0
0.324083969394795,0.3109075655980046,1.0
-0.38508228041631654,1.475356216949552,1.0
