x,y,class
-1.5032858469887673,-1.0738224524683586,1.0
-2.138264301171185,-0.09058335952986951,1.0
-1.3523114618993075,-3.3985675738191414,1.0
-0.47697014359197465,-1.437030763309429,1.0
-2.234153374723336,-2.650642569121827,1.0
-2.2341369569491807,-2.4871253837646963,1.0
-0.42078718449260855,-2.592393924238869,1.0
-1.232565270847091,-2.863990769679816,1.0
-2.469474385934952,-1.951478372055173,1.0
-1.4574399564140355,-2.8309501164110378,1.0
-2.4634176928124623,-1.7295431742201612,1.0
-2.465729753570257,-2.050238109449137,1.0
-1.7580377284339659,-2.2389480468664096,1.0
-3.913280244657798,-2.907563662041598,1.0
-3.7249178325130328,-2.5767713305683326,1.0
-2.562287529240973,-1.244608774174244,1.0
-3.0128311203344236,-1.4990828123756192,1.0
-1.685752667404726,-2.977555244798551,1.0
-2.908024075521211,-1.9006676945707741,1.0
-3.4123037013352917,-1.248612876628211,1.0
-0.534351231078446,-3.6694052811213718,1.0
-2.225776300486536,-1.456639807620065,1.0
-1.9324717953120762,-2.6626237589458466,1.0
-3.424748186213457,-1.4294013314068406,1.0
-2.5443827245251827,-2.763259156542517,1.0
-1.889077410290134,-3.804882100664519,1.0
-3.1509935774223026,-3.6275424378831627,1.0
-1.624301981654328,-1.951915053338618,1.0
-2.6006386899188048,-1.740277498278518,1.0
-2.291693749793277,-2.904316625104409,1.0
-2.601706612229397,-1.361407541222626,1.0
-0.14772181549106222,-3.66152006226896,1.0
-2.013497224737934,-2.0660797986473165,1.0
-3.0577109289559004,-3.2110161997624567,1.0
-1.1774550878968109,-2.651836107802159,1.0
-3.2208436499710222,-1.952601328683586,1.0
-1.7911364049952445,-2.8604133652839523,1.0
-3.959670123879776,-2.3845555442298254,1.0
-3.3281860488984307,-0.9937071907855595,1.0
-1.8031387641308765,-2.576891869523149,1.0
-1.2615334200045896,-1.164307887934858,1.0
-1.8286317188100294,-3.129706854657618,1.0
-2.1156482823882405,-1.470195822084717,1.0
-2.3011036955892887,-0.5584313793420996,1.0
-3.4785219903674274,-4.471644500127289,1.0
