x,y,class
1.1490142459033699,0.0,1.0
0.958444725253207,0.019803787067943637,1.0
1.193927873461615,0.01461547925658891,1.0
1.4558696305922192,0.044143952714383386,1.0
0.9285749575389333,0.04051795808773587,1.0
0.9279168877731062,0.05372176471277233,1.0
1.4695599437482854,0.0620637549168784,1.0
1.225454796021481,0.06521049375940303,1.0
0.8548024226963991,0.10202599240084959,1.0
1.155309677569228,0.08489203584920568,1.0
0.8541584476879827,0.13577251484123712,1.0
0.8520423494789718,0.13598382504717166,1.0
1.0603679297719035,0.13973410029290592,1.0
0.42032122137656747,0.1185911573058651,1.0
0.4750467566132658,0.14502562373355726,1.0
0.8165299885092578,0.2303003017951014,1.0
0.6820706712639301,0.23017555365251796,1.0
1.0692998763208796,0.15012818136159287,1.0
0.708984673294792,0.23140884977858264,1.0
0.5598947259924578,0.29037935674742604,1.0
1.3942834696432047,0.12438412664802474,1.0
0.8998648230996401,0.30395449037869854,1.0
0.9813624347517941,0.21911960961769106,1.0
0.5487315184059769,0.33445891341912093,1.0
0.798770659749374,0.22947059608770637,1.0
0.9825033928684215,0.1419697481447542,1.0
0.6199293723094393,0.16455611100759265,1.0
1.0490223914538672,0.3382709794466991,1.0
0.7693824766140385,0.3722097891891309,1.0
0.8523298276828404,0.26021628499307514,1.0
0.7617125582218242,0.43948590806033044,1.0
1.4386656309906307,0.19083806949101503,1.0
0.9161912619020891,0.38434185079834055,1.0
0.6245941939859747,0.25701275397889256,1.0
1.1342441150686617,0.33397084086505974,1.0
0.5731932852692182,0.432642398469561,1.0
0.9553396466224283,0.32489047981140606,1.0
0.36817879219841526,0.3973913431876062,1.0
0.53398851364994,0.5994276458461457,1.0
0.9339078579523364,0.38995672842707785,1.0
1.0698503045818075,0.6036367227505498,1.0
0.9143849359498228,0.3263298997050153,1.0
0.8334353765094107,0.5847283761907042,1.0
0.7795581133820784,0.7382492503488159,1.0
0.4732061672875796,0.13600480973040174,1.0
0.6615160413095987,0.40845526281267486,1.0
0.7212427032018333,0.6421247771150533,1.0
1.0931393960046678,0.5238771568621177,1.0
0.9076697977541914,0.6315366646011881,1.0
0.3842315457089699,0.47374355048713496,1.0
0.8868610519702884,0.6040987742068634,1.0
0.7082864280545453,0.5709618574393253,1.0
0.632114556628167,0.8223126294769056,1.0
0.929597812945212,0.666147493981626,1.0
1.0181220327960772,0.6924296435234076,1.0
0.984651857634715,0.5595967229017164,1.0
0.5698026351034388,0.5533208075433618,1.0
0.6834284587020844,0.5723238871188112,1.0
0.8190017126918061,0.746042482637629,1.0
0.9520581900918766,0.5909981720788181,1.0
0.6232913668237055,0.7452528324902452,1.0
0.6791824524403375,1.127330021082341,1.0
0.47464309503250257,0.8876789059450911,1.0
0.449771272817274,0.6429474024716944,1.0
0.8612916300171882,0.9814021721787652,1.0
0.9613901220863633,0.6407088840675679,1.0
0.6595433283780975,0.28700579372808827,1.0
0.8648825630209017,0.5211323795082837,1.0
0.7263864606111972,0.3314300102134658,1.0
0.5207581583876844,0.6830446136089694,1.0
0.7050260248193151,0.7758993908920748,1.0
0.9152794510076583,1.1716601635969226,1.0
0.6098076079332952,0.8646349451586951,1.0
0.8911422812649566,0.7428441686523252,1.0
0.12767738647342614,1.0024039545103565,1.0
0.7308098163035358,0.2727364447803314,1.0
0.5910512163706136,0.8752236347549766,1.0
0.514929038583418,1.0153348492975025,1.0
0.5705278774797495,0.4627713561216901,1.0
0.21992227783973442,1.1263636596434163,1.0
0.4989250313061056,0.9312557531075976,1.0
0.5795155029303247,0.7459084168182274,1.0
0.7399681654309407,1.0215766664651955,1.0
0.42379339392018056,1.4542014237662,1.0
0.37182214153853066,0.9187579930208615,1.0
0.4076423146811835,0.942667745433769,1.0
0.5975319695658377,0.7615813547365818,1.0
0.5027671125411239,0.6624517250383395,1.0
0.3754555755032258,1.1177364376587775,1.0
0.5020954554282026,0.669141778364373,1.0
0.4360677536818503,0.925236936919489,1.0
0.532097294243529,0.7805017870821005,1.0
0.31637320327676055,1.0478205859169343,1.0
0.35095784454465584,1.0133513784282497,1.0
0.3331715584118535,1.2141940208202648,1.0
0.20524946406509922,0.7882598030323368,1.0
0.3856135047822219,0.8594727354669857,1.0
0.3691603816525287,0.6636869669293151,1.0
0.3309982708481469,0.8180106444304038,1.0
0.296160850199388,1.0551879475678452,1.0
0.17642625997840908,1.1679894292260713,1.0
0.25743379198779204,0.691245926405882,1.0
0.2535053594255985,1.2095017873206342,1.0
0.2053615276454016,1.3542673940741927,1.0
0.2458136164229804,1.085882542885126,1.0
0.27596232043548025,1.5149555558494467,1.0
0.3662606712944874,0.7465623937921252,1.0
0.23325223440685897,0.6110184867526239,1.0
0.2255237061192467,0.4560493799452788,1.0
0.19261937915318048,1.420415909395782,1.0
0.0783637102673039,1.1757362254956096,1.0
0.17089993633277067,0.968623634017419,1.0
0.16274197050006636,1.0700512693097162,1.0
0.2563447159445463,0.6551172329828218,1.0
0.1271587200839876,1.7178670708238504,1.0
0.13353769111612707,1.0309480926472205,1.0
0.10880832749890344,1.0265562031506557,1.0
0.06327053840823572,1.2119365221539087,1.0
0.11399520288879796,1.140172145270144,1.0
0.08865623991100426,1.0643694061588236,1.0
0.07395922480188107,0.7614936145453254,1.0
0.03432364252750434,1.1401682825858985,1.0
0.04918921354507143,1.5636694500801358,1.0
0.01276715721282553,1.4032852617135643,1.0
0.011106124800702197,1.4778900843445224,1.0
-0.005216472791831193,0.8466311023342006,1.0
-0.011061838657368645,0.7030314639268633,1.0
-0.023514716324342946,0.961877771478705,1.0
-0.042134183639504025,1.0158662669526535,1.0
-0.045409507972725346,1.3263560045911502,1.0
-0.03532762638824208,0.4911854236434551,1.0
-0.08023304811253099,1.4543498680448104,1.0
-0.06210949612838306,0.948631084067562,1.0
-0.11842613768134452,0.8672353266416787,1.0
-0.08415518124970281,0.6916506613613623,1.0
-0.1885508994582697,0.4993549662771776,1.0
-0.10800739812563313,1.2344613372135202,1.0
-0.13879158518119297,1.009861822046011,1.0
-0.20659423881134736,0.6044999268125545,1.0
-0.11256728430652345,0.6016595090572407,1.0
-0.20386609253292537,0.8827365647787293,1.0
-0.28286671840489014,1.4694013350492436,1.0
-0.11157644651594677,0.9004561613899437,1.0
-0.24039545092686002,0.5346240030874844,1.0
-0.2587341208003855,0.8991998840392302,1.0
-0.3113836459968179,0.8884967913541582,1.0
-0.16627826878698246,0.18413982497506348,1.0
-0.16697501008863205,0.9453572533717596,1.0
-0.33377788166544825,0.8911201622262273,1.0
-0.32740647799262435,1.1529438757027,1.0
-0.336099137838725,1.47676970629429,1.0
-0.35827394109715194,1.265546589949309,1.0
-0.26779316374122236,0.8657451304568721,1.0
-0.37252252652249085,0.6262221014386607,1.0
-0.39168740486283377,1.653176527698952,1.0
-0.29208275283849827,0.9448247943399114,1.0
-0.5980175761812867,0.9274375218903933,1.0
-0.45115943829351907,0.9120283152966974,1.0
-0.26124940333780977,0.9679236961986395,1.0
-0.5003514737940399,0.869096663271932,1.0
-0.3038568213711361,0.7476811640707774,1.0
-0.5448331207278871,0.7503632132177414,1.0
-0.6091406605732455,0.8832399165761599,1.0
-0.34917429889675994,0.7417606339669346,1.0
-0.6114352433957904,0.692075756336193,1.0
